Name	p-value
(S)-3-hydroxydodecanoyl-CoA[m]	0.037103
(S)-hydroxydecanoyl-CoA[m]	0.037103
5,10-methenyl-THF[c]	0.037844
2,7-Decadienoyl-Coenzyme-A[m]	0.038148
2,6,9-Dodecatrienoyl-Coenzyme-A[m]	0.038148
Trans2,6Dodecadienoyl-Coenzyme-A[m]	0.038148
indole-3-acetaldehyde[c]	0.038961
N4-acetylaminobutanal[c]	0.038961
PPi[r]	0.039952
O2[c]	0.040039
HMG-CoA[p]	0.040359
pyridoxal[c]	0.04188
pyridoxal-phosphate[c]	0.04188
(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA[c]	0.041989
3,4-dihydroxy-5-all-trans-decaprenylbenzoate[m]	0.042835
keratan-sulfate-I-biosynthesis,-precursor-36[g]	0.042993
keratan-sulfate-II-(core-4-linked),-biosynthesis,-precursor-10[g]	0.042993
keratan-sulfate-II-biosynthesis,-precursor-10[g]	0.042993
GQ1balpha[c]	0.043226
GQ1balpha[g]	0.043226
GT1aalpha[g]	0.043226
cis-aconitate[m]	0.0439
spermidine[c]	0.04391
glutamine[c]	0.044204
(3S)-hydroxy-docasa-cis,cis-13,16-dienoyl-CoA[c]	0.04427
(3S)-hydroxy-eicosa-cis,cis,cis-11,14,17-trienoyl-CoA[c]	0.04427
(3S)-hydroxy-eicosa-cis,cis-11,14-dienoyl-CoA[c]	0.04427
3(S)-hydroxy-10,13,16-all-cis-docosatrienoyl-CoA[c]	0.04427
3(S)-hydroxy-11-cis-docosenoyl-CoA[c]	0.04427
3(S)-hydroxy-11-cis-eicosenoyl-CoA[c]	0.04427
3(S)-hydroxy-13-cis-docosenoyl-CoA[c]	0.04427
3(S)-hydroxy-13-cis-eicosenoyl-CoA[c]	0.04427
3(S)-hydroxy-3-oxo-eicosadienoyl-CoA[c]	0.04427
3(S)-hydroxy-9-cis-eicosenoyl-CoA[c]	0.04427
3(S)-hydroxy-all-cis-8,11,14,17-eicosatetraenoyl-CoA[c]	0.04427
3(S)-hydroxy-cis-15-tetracosaenoyl-CoA[c]	0.04427
3(S)-hydroxy-docosa-10,13,16,19-all-cis-tetraenoyl-CoA[c]	0.04427
3(S)-hydroxy-docosa-13,16,19-all-cis-trienoyl-CoA[c]	0.04427
3(S)-hydroxy-docosa-7,10,13,16,19-all-cis-pentaenoyl-CoA[c]	0.04427
3(S)-hydroxy-docosa-7,10,13,16-all-cis-tetraenoyl-CoA[c]	0.04427
3(S)-hydroxy-hexacosenoyl-CoA[c]	0.04427
3(S)-hydroxy-tetracosa-12,15,18,21-all-cis-tetraenoyl-CoA[c]	0.04427
3(S)-hydroxy-tetracosa-9,12,15,18,21-all-cis-pentaenoyl-CoA[c]	0.04427
3-hydroxydocosanoyl-CoA[c]	0.04427
3-hydroxyeicosanoyl-CoA[c]	0.04427
3-hydroxyheneicosanoyl-CoA[c]	0.04427
3-hydroxyhexacosanoyl-CoA[c]	0.04427
3-hydroxynonadecanoyl-CoA[c]	0.04427
3-hydroxyoctadecanoyl-CoA[c]	0.04427
3-hydroxytetracosanoyl-CoA[c]	0.04427
3-hydroxytricosanoyl-CoA[c]	0.04427
AKG[p]	0.044672
chylomicron[s]	0.044694
TAG-chylomicron-pool[s]	0.044694
TAG-VLDL-pool[s]	0.044694
VLDL[s]	0.044694
choloyl-CoA[m]	0.04482
ethanolamine-phosphate[c]	0.045045
homocysteine[c]	0.045096
(alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine-(protein)[r]	0.045291
10-formyl-THF[c]	0.046993
digalactosylceramide[l]	0.048896
estrone[c]	0.049463
activation-ppara[c]	0.049839
activation-ppara[n]	0.049839
N-acetyl-D-mannosamine[c]	0.050483
beta-1,4-mannose-N-acetylglucosamine[l]	0.050675
mannose[l]	0.050675
elaidate[c]	0.050755
FMN[s]	0.051031
GDP-mannose[c]	0.052695
l2n2m2mn[l]	0.053738
HCO3-[c]	0.053945
1D-myo-inositol-3-phosphate[c]	0.054619
4-androstene-3,17-dione[r]	0.055837
testosterone[c]	0.055837
testosterone[r]	0.055837
dopamine[c]	0.056636
(alpha-D-mannosyl)2-beta-D-mannosyl-N-acetylglucosamine[l]	0.057002
choline[g]	0.057183
choline[r]	0.057183
PC-LD-pool[g]	0.057183
phosphatidate-LD-PC-pool[g]	0.057183
phosphatidate-LD-PC-pool[r]	0.057183
1D-myo-inositol-bisdiphosphate-tetrakisphosphate[c]	0.058022
formylglutathione[c]	0.058284
(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA[c]	0.058324
keratan-sulfate-I,-degradation-product-10[l]	0.059436
keratan-sulfate-I,-degradation-product-13[l]	0.059436
keratan-sulfate-I,-degradation-product-16[l]	0.059436
keratan-sulfate-I,-degradation-product-19[l]	0.059436
keratan-sulfate-I,-degradation-product-22[l]	0.059436
keratan-sulfate-I,-degradation-product-25[l]	0.059436
keratan-sulfate-I,-degradation-product-28[l]	0.059436
keratan-sulfate-I,-degradation-product-31[l]	0.059436
keratan-sulfate-I,-degradation-product-34[l]	0.059436
keratan-sulfate-I,-degradation-product-37[l]	0.059436
keratan-sulfate-I,-degradation-product-7[l]	0.059436
keratan-sulfate-II-(core-2-linked),-degradation-product-4[l]	0.059436
keratan-sulfate-II-(core-2-linked),-degradation-product-7[l]	0.059436
keratan-sulfate-II-(core-4-linked),-degradation-product-4[l]	0.059436
oxidized-thioredoxin[m]	0.059764
thioredoxin[m]	0.059764
1,3-bisphospho-D-glycerate[c]	0.060097
NH3[m]	0.060749
hydroxypyruvate[c]	0.060829
globotriaosylceramide[l]	0.061276
citrate[m]	0.062085
ascorbate[s]	0.062446
Trans,Cis,Cis-2,11,14-Eicosatrienoic-Acid[c]	0.062796
spermine[c]	0.062805
11-Octadecenoyl-Carnitine[m]	0.063654
(8Z,11Z)-eicosadienoyl-CoA[c]	0.064098
H+[r]	0.064256
NH3[s]	0.064434
maltose[l]	0.066055
sucrose[s]	0.066055
glyoxalate[m]	0.067232
GMP[g]	0.068001
5(S)-HETE[c]	0.068003
Gal-Xyl-L-Ser-[protein][g]	0.068087
cholesterol[s]	0.069104
NADH[c]	0.06912
aspartate[m]	0.069413
em2emgacpail-heparan-sulfate[r]	0.070722
em3gacpail-heparan-sulfate[r]	0.070722
5,10-methylene-THF[m]	0.071516
D-Alanyl-D-Alanine[c]	0.073258
Glycyl-Glycine[c]	0.073258
Glycylleucine[c]	0.073258
1-pyrroline[c]	0.073411
O2[m]	0.073847
5-S-glutathionyl-dopamine[c]	0.075669
5-S-glutathionyl-L-dopa[c]	0.075669
18,20-dioxo-20-CoA-LTB4[m]	0.076038
3,5-dioxo-12(R)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA[m]	0.076038
3,5-dioxo-12(S)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA[m]	0.076038
3-oxo-(2S)-methylisocapryloyl-CoA[m]	0.076038
3-oxo-11-cis-eicosenoyl-CoA[m]	0.076038
3-oxo-11-cis-octadecenoyl-CoA[m]	0.076038
3-oxo-13cis-docosenoyl-CoA[m]	0.076038
3-oxo-13-cis-eicosenoyl-CoA[m]	0.076038
3-oxo-4(R),8-dimethyl-nonanoyl-CoA[m]	0.076038
3-oxo-4-methyl-pentanoyl-CoA[m]	0.076038
3-oxo-5(S),12(R)-dihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA[m]	0.076038
3-oxo-6(R)-hydroxy-tetradec-8-cis-enoate[m]	0.076038
3-oxo-6(S)-hydroxy-tetradec-(8Z)-enoate[m]	0.076038
3-oxo-7-hexadecenoyl-CoA[m]	0.076038
3-oxo-8(R)-hydroxy-hexadeca-(6E,10Z)-dienoate[m]	0.076038
3-oxo-8(S)-hydroxy-hexadeca-(6E,10Z)-dienoate[m]	0.076038
3-oxo-cis,cis-5,8-tetradecadienoyl-CoA[m]	0.076038
3-oxo-cis,cis-7,10-hexadecadienoyl-CoA[m]	0.076038
3-oxodecanoyl-CoA[m]	0.076038
3-oxodocosanoyl-CoA[m]	0.076038
3-oxododecanoyl-CoA[m]	0.076038
3-oxoeicosanoyl-CoA[m]	0.076038
3-oxoheneicosanoyl-CoA[m]	0.076038
3-oxoheptadecanoyl-CoA[m]	0.076038
3-oxoheptanoyl-CoA[m]	0.076038
3-oxohexanoyl-CoA[m]	0.076038
3-oxolaur-6-cis-enoyl-CoA[m]	0.076038
3-oxolinoleoyl-CoA[m]	0.076038
3-oxomyrist-5-enoyl-CoA[m]	0.076038
3-oxomyrist-7-enoyl-CoA[m]	0.076038
3-oxononadecanoyl-CoA[m]	0.076038
3-oxononanoyl-CoA[m]	0.076038
3-oxooctadecanoyl-CoA[m]	0.076038
3-oxooctanoyl-CoA[m]	0.076038
3-oxopalmitoleoyl-CoA[m]	0.076038
3-oxopalmitoyl-CoA[m]	0.076038
3-oxopentadecanoyl-CoA[m]	0.076038
3-oxopentanoyl-CoA[m]	0.076038
3-oxotetradecanoyl-CoA[m]	0.076038
3-oxotridecanoyl-CoA[m]	0.076038
3-oxoundecanoyl-CoA[m]	0.076038
GM2[s]	0.076141
heparan-sulfate,-precursor-2[g]	0.076155
heparan-sulfate,-precursor-3[g]	0.076155
heparan-sulfate,-precursor-4[g]	0.076155
heparan-sulfate,-precursor-5[g]	0.076155
heparan-sulfate,-precursor-6[g]	0.076155
heparan-sulfate,-precursor-7[g]	0.076155
heparan-sulfate,-precursor-8[g]	0.076155
indole-3-acetaldehyde[m]	0.076499
indoleacetate[m]	0.076499
UDP[r]	0.077338
O2[s]	0.077367
3-phosphoserine[c]	0.077648
dGMP[m]	0.078434
taurine[c]	0.078599
GDP[c]	0.079143
glucose[r]	0.079254
chenodeoxycholoyl-CoA[c]	0.079843
dopaminochrome[c]	0.080139
(10Z)-heptadecenoic-acid[c]	0.080386
(11Z,14Z)-eicosadienoic-acid[c]	0.080386
(11Z,14Z,17Z)-eicosatrienoic-acid[c]	0.080386
(13Z)-eicosenoic-acid[c]	0.080386
(13Z)-octadecenoic-acid[c]	0.080386
(13Z,16Z)-docosadienoic-acid[c]	0.080386
(4Z,7Z,10Z,13Z,16Z)-DPA[c]	0.080386
(6Z,9Z)-octadecadienoic-acid[c]	0.080386
(6Z,9Z,12Z,15Z,18Z)-TPA[c]	0.080386
(6Z,9Z,12Z,15Z,18Z,21Z)-THA[c]	0.080386
(7Z)-octadecenoic-acid[c]	0.080386
(7Z)-tetradecenoic-acid[c]	0.080386
(9E)-tetradecenoic-acid[c]	0.080386
(9Z,12Z,15Z,18Z)-TTA[c]	0.080386
(9Z,12Z,15Z,18Z,21Z)-TPA[c]	0.080386
10,13,16,19-docosatetraenoic-acid[c]	0.080386
10,13,16-docosatriynoic-acid[c]	0.080386
12,15,18,21-tetracosatetraenoic-acid[c]	0.080386
13,16,19-docosatrienoic-acid[c]	0.080386
7-palmitoleic-acid[c]	0.080386
8,11-eicosadienoic-acid[c]	0.080386
9-eicosenoic-acid[c]	0.080386
9-heptadecylenic-acid[c]	0.080386
behenic-acid[c]	0.080386
cerotic-acid[c]	0.080386
cis-cetoleic-acid[c]	0.080386
DHA[c]	0.080386
DPA[c]	0.080386
gamma-linolenate[c]	0.080386
henicosanoic-acid[c]	0.080386
linolenate[c]	0.080386
mead-acid[c]	0.080386
nonadecylic-acid[c]	0.080386
oleate[c]	0.080386
omega-3-arachidonic-acid[c]	0.080386
physeteric-acid[c]	0.080386
stearate[c]	0.080386
stearidonic-acid[c]	0.080386
tricosanoic-acid[c]	0.080386
ximenic-acid[c]	0.080386
AMP[g]	0.08062
cAMP[g]	0.08062
cGMP[g]	0.08062
cGMP[n]	0.08062
GMP[n]	0.08062
nm4masn[g]	0.080751
THF[m]	0.083594
phosphatidylinositol-4,5-bisphosphate[m]	0.084201
1-phosphatidyl-1D-myo-inositol-5-phosphate[m]	0.084201
SAH[m]	0.084621
3-methoxytyramine[c]	0.085277
L-metanephrine[c]	0.085277
normetanephrine[c]	0.085277
3-oxooleoyl-CoA[m]	0.085425
5,10-methylene-THF[c]	0.085927
3-sulfinylpyruvic-acid[c]	0.086206
carbamoyl-phosphate[c]	0.086535
adrenaline[c]	0.086788
N-acetylglucosamine[c]	0.087406
Trans-3-Cis-8-Tetradecadienoyl-Coenzyme-A[m]	0.087553
3,7-Decadienoyl-Coenzyme-A[m]	0.088307
3,7,10-Hexadecatrienoyl-Coenzyme-A[m]	0.088307
3,7,10,13-Hexadecatetraenoyl-Coenzyme-A[m]	0.088307
3,7,10,13,16-Docosapentenoyl-Coenzyme-A[m]	0.088307
3,7,10,13,16,19-Docosahexenoyl-Coenzyme-A[m]	0.088307
PAP[g]	0.088758
1-piperideine-6-carboxylate[c]	0.088954
2-aminoadipate-6-semialdehyde[c]	0.088954
glycolate[m]	0.089445
mercaptopyruvate[c]	0.089479
4,7-Decadienoyl-Coenzyme-A[m]	0.089628
Trans4Decenoyl-Coenzyme-A[m]	0.089628
margaric-acid[c]	0.090124
myristic-acid[c]	0.090124
pentadecylic-acid[c]	0.090124
tridecylic-acid[c]	0.090124
palmitate[c]	0.090492
heparan-sulfate,-precursor-10[g]	0.091594
dihomo-gamma-linolenate[c]	0.091649
(R)-S-lactoylglutathione[c]	0.093718
2-acyl-1-alkyl-sn-glycero-3-phosphate[c]	0.094796
chylomicron-remnant[s]	0.095146
VLDL-remnant[s]	0.095146
GD2[l]	0.095907
3-ureidopropionate[c]	0.096168
(R)-5-diphosphomevalonate[c]	0.09705
(R)-5-diphosphomevalonate[p]	0.09705
adrenic-acid[s]	0.097358
cis-erucic-acid[s]	0.097358
cis-gondoic-acid[s]	0.097358
cis-vaccenic-acid[s]	0.097358
eicosanoate[s]	0.097358
lignocerate[s]	0.097358
nervonic-acid[s]	0.097358
CO[c]	0.097899
3-beta-D-glucuronosyl-3-beta-D-galactosyl-4-beta-D-galactosyl-O-beta-D-xylosylprotein[g]	0.098402
GDP-4-dehydro-6-deoxy-D-mannose[c]	0.098851
lipoic-acid[s]	0.09929
pantothenate[s]	0.09929
CO2[s]	0.099608
PPi[p]	0.10058
L-glutamate-5-semialdehyde[m]	0.10347
hexadecenoylcarnitine(9)[c]	0.10408
arachidonate[c]	0.10488
fumarate[c]	0.10496
2-lysolecithin-pool[l]	0.10557
PC-LD-pool[l]	0.10557
fatty-acid-pool[l]	0.10557
stearoylcarnitine[c]	0.10588
pyridoxamine[c]	0.10594
pyridoxamine-phosphate[c]	0.10594
heparan-sulfate,-degradation-product-1[l]	0.10597
heparan-sulfate,-degradation-product-12[l]	0.10597
heparan-sulfate,-degradation-product-6[l]	0.10597
SAICAR[c]	0.10634
linoleate[c]	0.10731
G00005[c]	0.10839
Zymosterol-Intermediate-2[r]	0.10982
phosphatidate-bile-PC-pool[c]	0.10993
phosphatidate-LD-SM-pool[c]	0.10993
trans-4-hydroxy-L-proline[c]	0.11012
3-oxo-(6Z,9Z,12Z)-octadecatrienoyl-CoA[m]	0.11074
beta-D-mannosyldiacetylchitobiosyldiphosphodolichol[c]	0.11146
malonate[c]	0.11164
malonate[m]	0.11164
oxalate[m]	0.11164
20-hydroxy-LTE4[p]	0.11263
20-OH-LTB4[c]	0.11263
20-OH-LTB4[m]	0.11263
20-OH-LTB4[r]	0.11263
3,4-dihydroxyphenylethyleneglycol[c]	0.11263
chloral-hydrate[c]	0.11263
glycine[m]	0.11277
13-cis-retinoate[r]	0.11348
4-hydroxyvitamin-A1[c]	0.11348
4-hydroxyvitamin-A1[r]	0.11348
4-oxo-13-cis-retinoate[r]	0.11348
4-oxo-9-cis-retinoate[c]	0.11348
4-oxo-9-cis-retinoate[r]	0.11348
4-oxo-all-trans-retinoate[c]	0.11348
4-oxo-all-trans-retinoate[r]	0.11348
5,8-epoxy-13-cis-retinoate[c]	0.11348
9-cis-retinoate[c]	0.11348
9-cis-retinoate[r]	0.11348
phosphatidate-LD-PI-pool[c]	0.11373
nicotinate[c]	0.11405
20-oxo-LTB4[c]	0.11489
20-oxo-LTB4[m]	0.11489
20-oxo-LTB4[r]	0.11489
20-oxo-LTE4[p]	0.11489
3alpha,7alpha-dihydroxy-5beta-cholestan-26-al[c]	0.11489
provitamin-D3[c]	0.11523
nm2masn[g]	0.11573
Fe2+[c]	0.11601
proline[m]	0.11618
trans-4-hydroxy-L-proline[m]	0.11618
18-COOH-(15E)-dinor-LTE4-CoA[p]	0.1163
18-COOH-(16E)-dinor-LTE5-CoA[p]	0.1163
trans-3-decenoyl-CoA[p]	0.1163
(5Z,8Z,11Z)-eicosatrienoyl-CoA[c]	0.11697
L-isoleucyl-tRNA(ile)[c]	0.11708
tRNA(ile)[c]	0.11708
glucose[s]	0.11799
N-acetylgalactosamine[s]	0.1184
heparan-sulfate,-degradation-product-14[l]	0.11874
heparan-sulfate,-degradation-product-20[l]	0.11874
heparan-sulfate,-degradation-product-3[l]	0.11874
heparan-sulfate,-degradation-product-8[l]	0.11874
ribose-5-phosphate[c]	0.11938
dADP[m]	0.11939
adrenic-acid[c]	0.12002
cis-erucic-acid[c]	0.12002
cis-gondoic-acid[c]	0.12002
cis-vaccenic-acid[c]	0.12002
eicosanoate[c]	0.12002
lignocerate[c]	0.12002
nervonic-acid[c]	0.12002
H+[p]	0.12034
N-acetylputrescine[c]	0.12044
3-Hexenoyl-Coenzyme-A[m]	0.1206
2-oxoglutaramate[c]	0.12091
18-CoA-18-oxo-dinor-LTB4[m]	0.12104
3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoyl-CoA[m]	0.12104
3-oxo-10(R)-hydroxy-octadeca-(6E,8E,12Z)-trienoate[m]	0.12104
3-oxo-10(R)-hydroxy-octadeca-(6E,8E,12Z)-trienoyl-CoA[m]	0.12104
3-oxo-10(S)-hydroxy-octadeca-(6E,8E,12Z)-trienoate[m]	0.12104
3-oxo-10(S)-hydroxy-octadeca-(6E,8E,12Z)-trienoyl-CoA[m]	0.12104
13-cis-retinoate[c]	0.1228
riboflavin[c]	0.12299
apoC1[c]	0.12454
GTP[s]	0.12495
heparan-sulfate,-precursor-12[g]	0.12577
triphosphate[c]	0.12615
triphosphate[n]	0.12615
acetyl-CoA[m]	0.12714
inositol[s]	0.12858
FAD[m]	0.12915
FADH2[m]	0.12915
iodide[c]	0.13035
2-phenylacetamide[c]	0.13136
alloxan[c]	0.13136
alloxan[s]	0.13136
urate[c]	0.13136
urate[s]	0.13136
urea[s]	0.13136
THF-hexaglutamate[c]	0.13164
galactose[s]	0.13165
phosphatidate-LD-TAG-pool[c]	0.13195
1D-myo-inositol-4-phosphate[c]	0.13204
N-acetyl-D-glucosaminyldiphosphodolichol[c]	0.13334
(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA[c]	0.13513
12,15,18,21-tetracosatetraenoyl-CoA[c]	0.13513
hexacosanoyl-CoA[c]	0.13513
hexacosenoyl-CoA[c]	0.13513
tricosanoyl-CoA[c]	0.13513
galactitol[c]	0.13543
glyceraldehyde[m]	0.1355
EPA[n]	0.13578
3-methylglutaconyl-CoA[m]	0.13643
chloride[c]	0.13654
chloride[s]	0.13654
de-Fuc,-GlcNAc-removed-PA6-(wo-peptide-linkage)[l]	0.13757
3-amino-propanal[c]	0.13814
galactose[c]	0.13852
heparan-sulfate,-degradation-product-24[l]	0.1398
heparan-sulfate,-degradation-product-25[l]	0.1398
isoleucine[c]	0.13991
lactose[g]	0.14231
1,2-diacylglycerol-LD-SM-pool[c]	0.14256
hypotaurine[c]	0.14293
chondroitin-sulfate-A-(GalNAc4S-GlcA)-and-B-(IdoA2S-GalNAc4S),-precursor-3[g]	0.14448
(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA[c]	0.145
prostaglandin-E1[c]	0.14629
6-[(1S,2R)-1,2-dihydroxy-3-triphosphooxypropyl]-7,8-dihydropterin[n]	0.147
3,4-dihydroxyphenylacetaldehyde[c]	0.14704
(6Z,9Z)-octadecadienoylcarnitine[c]	0.14864
(6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine[c]	0.14864
(9E)-octadecenoylcarnitine[c]	0.14864
NADP+[r]	0.15054
NADPH[r]	0.15054
nLc7Cer[g]	0.15128
hexadecenoylcarnitine(9)[s]	0.15169
CDP[c]	0.15215
galactosylglycerol[s]	0.1526
glycerol[s]	0.1526
N-acetylgalactosamine[l]	0.15813
GM3[c]	0.15927
oxidized-thioredoxin[n]	0.16153
thioredoxin[n]	0.16153
desmosterol[c]	0.16214
desmosterol[r]	0.16214
palmitate[p]	0.16222
arachidonyl-carnitine[c]	0.16232
eicosanoylcarnitine[c]	0.16232
eicosatrienoylcarnitine[c]	0.16232
gamma-linolenoylcarnitine[c]	0.16232
heptadecanoylcarnitine[c]	0.16232
linoleic-carnitine[c]	0.16232
L-palmitoylcarnitine[c]	0.16232
ocosatetraenoylcarnitine[c]	0.16232
octadecenoylcarnitine(5)[c]	0.16232
palmitoleoyl-carnitine[c]	0.16232
pentadecanoylcarnitine[c]	0.16232
tetradecenoylcarnitine(5)[c]	0.16232
3alpha,7alpha-dihydroxy-5beta-cholestanate[c]	0.16256
(11Z)-docosenoyl-CoA[c]	0.16318
(13Z,16Z)-docosadienoyl-CoA[c]	0.16318
10,13,16-docosatrienoyl-CoA[c]	0.16318
13,16,19-docosatrienoyl-CoA[c]	0.16318
chondroitin-sulfate-C-(GalNAc6S-GlcA),-precursor-3[g]	0.16329
chondroitin-sulfate-D-(GlcNAc6S-GlcA2S),-precursor-4[g]	0.16329
glucose-1-phosphate[c]	0.16379
1,2-diacylglycerol-LD-PI-pool[c]	0.16403
LacCer-pool[l]	0.16727
H+[s]	0.16728
3-phospho-D-glycerate[c]	0.16734
tyrosine[c]	0.16749
Dopamine-4-O-Glucuronide[c]	0.16763
Dopamine-3-O-Glucuronide[c]	0.16763
thiamin[c]	0.16995
O2-[c]	0.17096
GM1[s]	0.17124
GD1b[l]	0.17124
thiosulfate[c]	0.17178
thiosulfate[m]	0.17178
trichloroethanol[c]	0.17368
GM2A[l]	0.17399
UDP-glucuronate[c]	0.17428
hydroxide[s]	0.17454
folate[m]	0.17471
dihydrofolate[c]	0.1758
GM2A-GM2[l]	0.17612
FAD[p]	0.17648
FADH2[p]	0.17648
lanosterol[c]	0.17693
(S)-3-sulfolactate[m]	0.17777
18-COOH-LTE4[p]	0.17798
3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoate[m]	0.17798
omega-carboxy-trinor-LTB4[m]	0.17798
omega-COOH-dinor-LTE4-CoA[p]	0.17798
propanoate[m]	0.17798
choline[c]	0.17807
(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA[c]	0.17818
L-carnitine[s]	0.17833
1,2-diacylglycerol-LD-TAG-pool[c]	0.1789
PAPS[g]	0.18059
6(R)-hydroxy-tetradeca-(2E,8Z)-dienoate[m]	0.18135
6(S)-hydroxy-tetradeca-(2E,8Z)-dienoate[m]	0.18135
8(R)-hydroxy-hexadeca-(2E,6E,10Z)-trienoate[m]	0.18135
8(S)-hydroxy-hexadeca-(2E,6E,10Z)-trienoate[m]	0.18135
malonyl-carnitin[c]	0.18216
dihomo-gamma-linolenoyl-CoA[c]	0.18233
inositol[c]	0.18269
(13Z)-octadecenoyl-CoA[c]	0.18417
D-lactaldehyde[c]	0.18533
S-adenosylmethioninamine[c]	0.1861
4,4-Dimethylcholesta-8(9),14-Dien-3Beta-Ol[c]	0.18643
dolichyl-phosphate-D-mannose[c]	0.18693
(3Z,7Z,10Z)-hexadecatrienoyl-CoA[m]	0.18722
11-carboxy-alpha-tocotrienol[m]	0.18722
5-carboxy-alpha-chromanol[m]	0.18722
7-carboxy-gamma-tocotrienol[m]	0.18722
9-carboxy-gamma-tocotrienol[m]	0.18722
trans-3-decenoyl-CoA[m]	0.18722
GM2[c]	0.18767
oxalate[c]	0.18805
tiglyl-CoA[m]	0.18836
PEP[m]	0.18841
dehydroascorbic-acid[s]	0.18887
6-phospho-D-gluconate[r]	0.18892
m3emgacpail-heparan-sulfate[r]	0.19057
ceramide-1P-pool[c]	0.19061
keratan-sulfate-I-biosynthesis,-precursor-12[g]	0.19153
keratan-sulfate-I-biosynthesis,-precursor-15[g]	0.19153
keratan-sulfate-I-biosynthesis,-precursor-18[g]	0.19153
keratan-sulfate-I-biosynthesis,-precursor-2[g]	0.19153
keratan-sulfate-I-biosynthesis,-precursor-21[g]	0.19153
keratan-sulfate-I-biosynthesis,-precursor-24[g]	0.19153
keratan-sulfate-I-biosynthesis,-precursor-27[g]	0.19153
keratan-sulfate-I-biosynthesis,-precursor-3[g]	0.19153
keratan-sulfate-I-biosynthesis,-precursor-30[g]	0.19153
keratan-sulfate-I-biosynthesis,-precursor-33[g]	0.19153
keratan-sulfate-I-biosynthesis,-precursor-6[g]	0.19153
keratan-sulfate-I-biosynthesis,-precursor-9[g]	0.19153
keratan-sulfate-II-(core-4-linked),-biosynthesis,-precursor-3[g]	0.19153
keratan-sulfate-II-(core-4-linked),-biosynthesis,-precursor-4[g]	0.19153
keratan-sulfate-II-(core-4-linked),-biosynthesis,-precursor-7[g]	0.19153
keratan-sulfate-II-biosynthesis,-precursor-2[g]	0.19153
keratan-sulfate-II-biosynthesis,-precursor-3[g]	0.19153
keratan-sulfate-II-biosynthesis,-precursor-4[g]	0.19153
keratan-sulfate-II-biosynthesis,-precursor-7[g]	0.19153
GD3[l]	0.19245
1,2-diacylglycerol-chylomicron-pool[s]	0.19271
fatty-acid-chylomicron-pool[s]	0.19271
serotonin[c]	0.19337
phosphatidylinositol-3,5-bisphosphate[r]	0.19473
phosphatidylinositol-3,4,5-trisphosphate[r]	0.19473
fructose-2,6-bisphosphate[c]	0.19487
oxalate[s]	0.19531
inositol-1-phosphate[c]	0.19623
pyruvate[m]	0.19756
4(R)-hydroxy-dodec-(6Z)-enoate[m]	0.19842
4(S)-hydroxy-dodec-(6Z)-enoate[m]	0.19842
(3S)-3-hydroxy-cis,cis-palmito-7,10-dienoyl-CoA[m]	0.19899
(3S)-3-hydroxydodec-cis-6-enoyl-CoA[m]	0.19899
(3S)-3-hydroxylinoleoyl-CoA[m]	0.19899
(S)-3-hydroxy-11-cis-octadecenoyl-CoA[m]	0.19899
(S)-3-hydroxy-7-hexadecenoyl-CoA[m]	0.19899
(S)-3-hydroxyhexadecanoyl-CoA[m]	0.19899
(S)-3-hydroxyoleyleoyl-CoA[m]	0.19899
(S)-3-hydroxypalmitoleoyl-CoA[m]	0.19899
(S)-hydroxyhexanoyl-CoA[m]	0.19899
(S)-hydroxyoctanoyl-CoA[m]	0.19899
20-CoA-20-oxo-18r-hydroxy-LTB4[m]	0.19899
3(S),12(R)-dihydroxy-5-oxo-eicosa-(8E,10E,14Z)-trienoyl-CoA[m]	0.19899
3(S),12(S)-dihydroxy-5-oxo-eicosa-(8E,10E,14Z)-trienoyl-CoA[m]	0.19899
3(S),5(S),12(R)-trihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA[m]	0.19899
3(S),6(R)-dihydroxy-tetradec-(8Z)-enoate[m]	0.19899
3(S),6(S)-dihydroxy-tetradec-(8Z)-enoate[m]	0.19899
3(S),8(R)-dihydroxy-(6E,10Z)-hexadecadienoate[m]	0.19899
3(S)-hydroxy-(5Z,8Z)-tetradecadienoyl-CoA[m]	0.19899
3(S)-hydroxy-(6Z,9Z,12Z)-octadecatrienoyl-CoA[m]	0.19899
3(S)-hydroxy-11-cis-eicosenoyl-CoA[m]	0.19899
3(S)-hydroxy-13-cis-docosenoyl-CoA[m]	0.19899
3(S)-hydroxy-13-cis-eicosenoyl-CoA[m]	0.19899
3(S)-hydroxy-2(S),6-dimethyl-heptanoyl-CoA[m]	0.19899
